Year,quarter,city1,city2,fare,carrier_lg,fare_lg,carrier_low,fare_low
2022,1,San Antonio,St. Louis,212.87,WN,204.89,WN,204.89
2022,1,San Antonio,San Francisco,259.7,WN,225.05,WN,225.05
2022,1,San Antonio,"Tampa, Florida",224.65,WN,195.6,WN,195.6
2022,1,San Antonio,San Diego,261.08,WN,252.98,WN,252.98
2022,1,"Memphis, Tennessee","Phoenix, Arizona",249.18,AA,251.2,WN,223.09
2022,1,"Memphis, Tennessee","Washington, DC (Metropolitan Area)",205.98,AA,212.42,WN,180.44
2022,1,"Memphis, Tennessee","Orlando, Florida",183.61,WN,179.52,F9,108.59
2022,1,"Memphis, Tennessee",New York City,216.47,DL,234.08,AA,202.2
2022,1,"Memphis, Tennessee",Miami,209.08,AA,219.57,G4,117.83
2022,1,"Memphis, Tennessee","Tampa, Florida",186.14,WN,170.26,G4,97.6
2022,1,"Omaha, Nebraska","Phoenix, Arizona",225.13,WN,234.67,AA,231.06
2022,1,"Omaha, Nebraska","Washington, DC (Metropolitan Area)",212.1,WN,185.15,WN,185.15
2022,1,"Omaha, Nebraska","Orlando, Florida",215.34,WN,235.96,F9,115.09
2022,1,"Omaha, Nebraska","Tampa, Florida",202.42,WN,202.35,G4,107.01
2022,1,Milwaukee,"Phoenix, Arizona",209.85,WN,218.51,NK,139.83
2022,1,Milwaukee,Seattle,190.24,AS,168.65,AS,168.65
2022,1,Milwaukee,"Nashville, Tennessee",156.86,WN,148.89,WN,148.89
2022,1,Milwaukee,"Washington, DC (Metropolitan Area)",166.52,WN,155.83,WN,155.83
2022,1,Milwaukee,"Orlando, Florida",197.05,WN,218.19,F9,119.11
2022,1,Milwaukee,New York City,195.66,UA,168.51,UA,168.51
2022,1,Milwaukee,"Tampa, Florida",184.06,WN,191.39,NK,109.94
2022,1,"Madison, Wisconsin","Phoenix, Arizona",236.88,AA,254.55,SY,136.39
2022,1,"Madison, Wisconsin","Orlando, Florida",214.27,F9,131.59,F9,131.59
2022,1,"Madison, Wisconsin",New York City,249.65,DL,259.34,UA,233.04
2022,1,New Orleans,"Phoenix, Arizona",267.4,WN,256.35,WN,256.35
2022,1,New Orleans,Seattle,242.94,AS,253.18,DL,211.12
2022,1,New Orleans,"Washington, DC (Metropolitan Area)",193.09,WN,178.7,NK,111.62
2022,1,New Orleans,St. Louis,197.56,WN,189.55,WN,189.55
2022,1,New Orleans,"Orlando, Florida",159.75,WN,172.92,NK,99.41
2022,1,New Orleans,New York City,195.45,DL,222.61,NK,115.97
2022,1,New Orleans,San Francisco,285.36,UA,322.44,WN,248.4
2022,1,New Orleans,"Tampa, Florida",140.88,WN,145.61,NK,94.83
2022,1,New Orleans,San Antonio,175.88,WN,163.75,WN,163.75
2022,1,New Orleans,San Diego,275.86,WN,266.93,WN,266.93
2022,1,New Orleans,Philadelphia,203.93,AA,265.23,F9,104.97
2022,1,New Orleans,"Raleigh/Durham, NC",241.06,AA,232.73,WN,216.45
2022,1,New Orleans,"Richmond, Virginia",144.55,MX,118.27,MX,118.27
2022,1,New Orleans,Salt Lake City,292.17,DL,296.43,WN,275.64
2022,1,San Diego,"Tucson, Arizona",159.08,WN,151.39,WN,151.39
2022,1,San Diego,Seattle,177.43,AS,175.65,AS,175.65
2022,1,San Diego,"Washington, DC (Metropolitan Area)",313.35,UA,355.87,WN,283.39
2022,1,San Diego,St. Louis,273.53,WN,261.53,WN,261.53
2022,1,San Diego,"Spokane, Washington",208.53,AS,217.92,WN,173.1
2022,1,San Diego,San Francisco,140.83,WN,135.97,WN,135.97
2022,1,San Diego,"Tampa, Florida",305.07,AA,316.19,WN,274.26
2022,1,"Norfolk, Virginia","Orlando, Florida",157.55,WN,146.16,F9,93.84
2022,1,"Norfolk, Virginia","Tampa, Florida",135.94,AA,150.21,MX,108.37
2022,1,"Norfolk, Virginia",San Diego,328.64,AA,305.85,WN,286.28
2022,1,"Pensacola, Florida","Washington, DC (Metropolitan Area)",219.27,AA,225.25,WN,183.28
2022,1,Oklahoma City,"Phoenix, Arizona",228.17,WN,215.35,WN,215.35
2022,1,Oklahoma City,Seattle,201.92,AS,190.12,AS,190.12
2022,1,Oklahoma City,"Washington, DC (Metropolitan Area)",227.53,WN,190.37,WN,190.37
2022,1,Oklahoma City,"Orlando, Florida",236.13,WN,214,WN,214
2022,1,"Everett, Washington","Phoenix, Arizona",217.16,AS,217.06,AS,217.06
2022,1,"Portland, Oregon","Tucson, Arizona",201.46,AS,200.59,WN,179.87
2022,1,"Portland, Oregon",Seattle,160.03,AS,157.01,AS,157.01
2022,1,"Portland, Oregon","Washington, DC (Metropolitan Area)",295.23,AS,298.18,DL,280.34
2022,1,"Portland, Oregon","Spokane, Washington",176.84,AS,174.75,AS,174.75
2022,1,"Portland, Oregon",San Francisco,155.14,AS,150.44,AS,150.44
2022,1,"Portland, Oregon","Sacramento, California",153.06,AS,154.1,WN,150.27
2022,1,"Portland, Oregon","Tampa, Florida",269.02,DL,297.48,UA,253.55
2022,1,"Portland, Oregon",San Diego,203.26,AS,207.62,WN,178.76
2022,1,"Portland, Oregon","Reno, Nevada",186.5,AS,185.74,WN,163.5
2022,1,"Portland, Oregon",Salt Lake City,199.2,DL,202.79,AS,195.34
2022,1,"Punta Gorda, Florida","Rockford, Illinois",127.16,G4,127.16,G4,127.16
2022,1,"Punta Gorda, Florida","South Bend, Indiana",121.14,G4,121.14,G4,121.14
2022,1,Philadelphia,"Phoenix, Arizona",306.89,AA,312.45,F9,90.96
2022,1,Philadelphia,Seattle,272.84,AS,269.71,AS,269.71
2022,1,Philadelphia,St. Louis,201.65,AA,216.45,WN,169.79
2022,1,Philadelphia,San Francisco,294.79,AA,297.96,AA,297.96
2022,1,Philadelphia,"Tampa, Florida",170.05,AA,199.54,F9,102.98
2022,1,Philadelphia,San Antonio,267.09,AA,280.2,WN,230.48
2022,1,Philadelphia,San Diego,344.04,AA,373.36,F9,106.69
2022,1,Philadelphia,"West Palm Beach, Florida",214.3,AA,232.81,F9,109.95
2022,1,Philadelphia,"Raleigh/Durham, NC",167.14,AA,181.22,F9,93.37
2022,1,Philadelphia,Salt Lake City,341.22,DL,360.19,AA,321.18
2022,1,Philadelphia,"Sarasota/Bradenton, FL",223.04,AA,270.74,F9,102.43
2022,1,"Peoria, Illinois","Punta Gorda, Florida",129.55,G4,129.55,G4,129.55
2022,1,"Palm Springs, California",Seattle,220.07,AS,217.38,WN,167.69
2022,1,"Palm Springs, California",San Francisco,182.36,AS,181.62,WN,148.25
2022,1,"Palm Springs, California","Sacramento, California",139.77,WN,136.8,WN,136.8
2022,1,"Palm Springs, California","Portland, Oregon",253.2,AS,265.76,WN,195.12
2022,1,"Portland, Maine","Washington, DC (Metropolitan Area)",158.92,AA,175.94,WN,131.08
2022,1,"Portland, Maine","Tampa, Florida",174.58,F9,112.08,F9,112.08
2022,1,"Bend, Oregon",Seattle,147.78,AS,149.27,DL,141.43
2022,1,"Bend, Oregon",Los Angeles,188.63,AS,220.34,XP,76.57
2022,1,"Raleigh/Durham, NC",Seattle,248.87,AS,226.46,AS,226.46
2022,1,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",156.63,AA,160.31,DL,143.59
2022,1,"Raleigh/Durham, NC",St. Louis,193.42,WN,182.64,WN,182.64
2022,1,"Raleigh/Durham, NC",San Francisco,304.63,UA,323.38,WN,221.23
2022,1,"Raleigh/Durham, NC","Tampa, Florida",143.75,DL,159.38,WN,122.43
2022,1,"Raleigh/Durham, NC",San Diego,300.44,AA,322.42,F9,115.62
2022,1,"Raleigh/Durham, NC",Salt Lake City,317.21,DL,336.35,F9,96.65
2022,1,"Richmond, Virginia","Tampa, Florida",140.72,MX,105.45,MX,105.45
2022,1,"Reno, Nevada",Seattle,179.73,AS,177.43,WN,156.76
2022,1,"Reno, Nevada",San Francisco,167.16,WN,126.58,WN,126.58
2022,1,"Reno, Nevada",San Diego,159.9,WN,157.38,WN,157.38
2022,1,"Reno, Nevada",Salt Lake City,201.87,DL,206.12,WN,153.12
2022,1,"Rochester, New York","Washington, DC (Metropolitan Area)",147.66,AA,151.8,WN,133.82
2022,1,"Rochester, New York","Tampa, Florida",170,WN,195.45,F9,102.6
2022,1,Salt Lake City,"Tucson, Arizona",228.34,DL,232.94,WN,180.72
2022,1,Salt Lake City,Seattle,200.98,DL,208.34,AS,189.61
2022,1,Salt Lake City,"Washington, DC (Metropolitan Area)",321.02,DL,345.92,WN,262.12
2022,1,Salt Lake City,St. Louis,245.37,DL,250.86,WN,233.82
2022,1,Salt Lake City,"Spokane, Washington",217.67,DL,217.12,WN,209.11
2022,1,Salt Lake City,San Francisco,168.51,DL,174.7,WN,142.26
2022,1,Salt Lake City,"Tampa, Florida",301.5,DL,316.68,WN,257.13
2022,1,Salt Lake City,San Antonio,270.73,DL,279.92,WN,244.62
2022,1,Salt Lake City,San Diego,190.56,DL,200.92,WN,160.15
2022,1,"Savannah, Georgia","Washington, DC (Metropolitan Area)",175.79,WN,147.01,WN,147.01
2022,1,"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",181.14,WN,172.82,WN,172.82
2022,1,"Syracuse, New York","Washington, DC (Metropolitan Area)",148.27,AA,162.45,WN,118.48
2022,1,"Syracuse, New York","Tampa, Florida",151.58,G4,119.85,F9,107.69
2022,1,"Trenton, New Jersey","West Palm Beach, Florida",101.8,F9,101.86,F9,101.86
2022,1,"Knoxville, Tennessee","Orlando, Florida",194.73,DL,246.8,F9,90.09
2022,1,"Knoxville, Tennessee",New York City,215.85,DL,233.97,G4,88.86
2022,1,"Knoxville, Tennessee",Miami,172.59,G4,95.77,G4,95.77
2022,1,"Knoxville, Tennessee","Tampa, Florida",128.13,G4,85.03,G4,85.03
2022,1,"Knoxville, Tennessee","Sanford, Florida",92,G4,92,G4,92
2021,4,"Allentown, Pennsylvania","Sanford, Florida",103.87,G4,103.87,G4,103.87
2021,4,"Albuquerque, New Mexico",Dallas–Fort Worth metroplex,174.83,AA,176.37,WN,172.87
2021,4,"Albuquerque, New Mexico",Denver,145.06,WN,142.67,WN,142.67
2021,4,"Albuquerque, New Mexico",Atlanta,280.35,DL,292.25,WN,247.05
2021,4,"Albuquerque, New Mexico","Austin, Texas",181.2,WN,188.22,WN,188.22
2021,4,"Albuquerque, New Mexico","Phoenix, Arizona",167.75,WN,170.21,AA,163.6
2021,4,"Albuquerque, New Mexico",Seattle,205.52,AS,198.48,AS,198.48
2021,4,"Albuquerque, New Mexico","Washington, DC (Metropolitan Area)",278.16,WN,252.63,WN,252.63
2021,4,"Albuquerque, New Mexico",Chicago,238.12,AA,237.12,WN,220.66
2021,4,"Albuquerque, New Mexico",Houston,204.02,WN,196.56,WN,196.56
2021,4,"Albuquerque, New Mexico",New York City,252.39,B6,220.83,B6,220.83
2021,4,"Albuquerque, New Mexico",Las Vegas,174.63,WN,178.89,G4,88.22
2021,4,"Albuquerque, New Mexico",San Francisco,223.68,WN,208.78,WN,208.78
2021,4,"Albuquerque, New Mexico",Los Angeles,184.57,WN,180.1,WN,180.1
2021,4,"Albuquerque, New Mexico",San Diego,204.93,WN,200.2,WN,200.2
2021,4,"Albuquerque, New Mexico","Portland, Oregon",223.85,AS,219.71,AA,207.15
2021,4,"Atlantic City, New Jersey","Orlando, Florida",103.44,NK,103.44,NK,103.44
2021,4,"Colorado Springs, Colorado",Dallas–Fort Worth metroplex,151.15,AA,159.08,WN,138.48
2021,4,"Colorado Springs, Colorado","Phoenix, Arizona",134.29,WN,134.51,F9,84.27
2021,4,"Colorado Springs, Colorado","Washington, DC (Metropolitan Area)",250.48,WN,222.2,WN,222.2
2021,4,"Colorado Springs, Colorado",Las Vegas,121.76,WN,134.07,F9,79.43
2021,4,"Colorado Springs, Colorado",Los Angeles,189.08,WN,160.45,WN,160.45
2021,4,Dallas–Fort Worth metroplex,Pittsburgh,238.8,AA,245.04,WN,215.16
2021,4,Dallas–Fort Worth metroplex,Denver,153.13,WN,149.52,WN,149.52
2021,4,Dallas–Fort Worth metroplex,"Tucson, Arizona",246.42,AA,249.29,UA,204.31
2021,4,Dallas–Fort Worth metroplex,"Phoenix, Arizona",195.81,AA,220.01,WN,177.75
2021,4,Dallas–Fort Worth metroplex,"Hartford, Connecticut",274.51,AA,278.35,WN,246.58
2021,4,Dallas–Fort Worth metroplex,Seattle,229.4,AS,221.82,AS,221.82
2021,4,Dallas–Fort Worth metroplex,"El Paso, Texas",168.14,WN,168.28,AA,167.12
2021,4,Dallas–Fort Worth metroplex,"Nashville, Tennessee",171.12,AA,175.76,WN,166.51
2021,4,Dallas–Fort Worth metroplex,"Washington, DC (Metropolitan Area)",208.76,AA,229.98,WN,185.56
2021,4,Dallas–Fort Worth metroplex,St. Louis,176.73,AA,176.92,WN,174.71
2021,4,Dallas–Fort Worth metroplex,"Jacksonville, Florida",221.76,AA,220.69,WN,200.58
2021,4,Dallas–Fort Worth metroplex,Detroit,182.73,DL,196.69,AA,172.99
2021,4,Dallas–Fort Worth metroplex,"Des Moines, Iowa",225.48,AA,234.07,UA,178.41
2021,4,Dallas–Fort Worth metroplex,Houston,145.34,WN,148.62,UA,141.36
2021,4,Dallas–Fort Worth metroplex,"Orlando, Florida",193.9,AA,219.86,NK,108.6
2021,4,Dallas–Fort Worth metroplex,"Panama City, Florida",189.95,WN,177.76,WN,177.76
2021,4,Dallas–Fort Worth metroplex,"Valparaiso, Florida",190.63,AA,201.17,WN,166.83
2021,4,Dallas–Fort Worth metroplex,"Fresno, California",252.56,AA,259.17,WN,233.54
2021,4,Dallas–Fort Worth metroplex,Minneapolis–Saint Paul,153.62,DL,163.87,AA,151.76
2021,4,Dallas–Fort Worth metroplex,New York City,177.49,AA,194.1,UA,174.38
2021,4,Dallas–Fort Worth metroplex,"Fort Myers, Florida",216.79,AA,223.82,WN,184.7
2021,4,Dallas–Fort Worth metroplex,"Greenville/Spartanburg, SC",229.47,AA,232.1,WN,193.24
2021,4,Dallas–Fort Worth metroplex,"Grand Rapids, Michigan",256.04,AA,268.67,WN,206.21
2021,4,Dallas–Fort Worth metroplex,"Greensboro/High Point, NC",244.7,AA,243.73,AA,243.73
2021,4,Dallas–Fort Worth metroplex,Las Vegas,199.89,AA,240.9,NK,105.14
2021,4,Dallas–Fort Worth metroplex,Indianapolis,217.58,AA,224.03,WN,195.47
2021,4,Dallas–Fort Worth metroplex,San Francisco,223.69,AA,248.06,WN,195.09
2021,4,Dallas–Fort Worth metroplex,Miami,179.12,AA,193.16,WN,155.62
2021,4,Dallas–Fort Worth metroplex,Los Angeles,199.1,AA,215.27,WN,183.49
2021,4,Dallas–Fort Worth metroplex,"Little Rock, Arkansas",148.59,AA,159.02,WN,128.4
2021,4,Dallas–Fort Worth metroplex,"Lubbock, Texas",160.17,WN,147.9,WN,147.9
2021,4,Dallas–Fort Worth metroplex,"Louisville, Kentucky",194.96,AA,194.92,WN,181.01
2021,4,Dallas–Fort Worth metroplex,"Midland/Odessa, TX",161.2,WN,149.88,WN,149.88
2021,4,Dallas–Fort Worth metroplex,"Sacramento, California",261.93,AA,275.46,WN,245.95
2021,4,Dallas–Fort Worth metroplex,"Tampa, Florida",166.58,AA,180.15,WN,154.58
2021,4,Dallas–Fort Worth metroplex,"Kansas City, Missouri",168.58,AA,171.29,WN,164.96
2021,4,Dallas–Fort Worth metroplex,San Antonio,160.75,WN,154.69,WN,154.69
2021,4,Dallas–Fort Worth metroplex,"Memphis, Tennessee",158.65,AA,162.84,WN,138.25
2021,4,Dallas–Fort Worth metroplex,"Mission, Texas",219.66,AA,219.82,AA,219.82
2021,4,Dallas–Fort Worth metroplex,"Omaha, Nebraska",177.4,AA,179.57,WN,168.2
2021,4,Dallas–Fort Worth metroplex,Milwaukee,194.5,AA,193.96,WN,185.65
2021,4,Dallas–Fort Worth metroplex,New Orleans,147.58,WN,134.94,WN,134.94
2021,4,Dallas–Fort Worth metroplex,San Diego,220.36,AA,235.57,WN,205.7
2021,4,Dallas–Fort Worth metroplex,"Norfolk, Virginia",255.72,AA,258,WN,215.85
2021,4,Dallas–Fort Worth metroplex,"Pensacola, Florida",183.37,AA,187.18,WN,162.11
2021,4,Dallas–Fort Worth metroplex,"West Palm Beach, Florida",282.98,AA,282.18,WN,227.53
2021,4,Dallas–Fort Worth metroplex,"Portland, Oregon",253.06,AA,262.6,AS,237.88
2021,4,Dallas–Fort Worth metroplex,Philadelphia,214.38,AA,221.33,F9,87.8
2021,4,Dallas–Fort Worth metroplex,"Palm Springs, California",251.81,AA,256.64,WN,212.12
2021,4,Dallas–Fort Worth metroplex,"Raleigh/Durham, NC",224.23,AA,226.73,WN,208.95
2021,4,Dallas–Fort Worth metroplex,"Richmond, Virginia",248.12,AA,260.27,DL,228.47
2021,4,Dallas–Fort Worth metroplex,"Reno, Nevada",260.39,AA,268.58,WN,232.73
2021,4,Dallas–Fort Worth metroplex,Salt Lake City,203.53,DL,205.56,WN,187.48
2021,4,Dallas–Fort Worth metroplex,"Tulsa, Oklahoma",153.52,AA,160.56,WN,141.86
2021,4,Dallas–Fort Worth metroplex,"Savannah, Georgia",212.77,AA,225.69,WN,174.79
2021,4,Dallas–Fort Worth metroplex,"Knoxville, Tennessee",279.12,AA,276.16,UA,230.81
2021,4,Pittsburgh,Seattle,255.08,AS,268.68,UA,225.75
2021,4,Pittsburgh,"Washington, DC (Metropolitan Area)",140.58,AA,142.52,WN,133.37
2021,4,Pittsburgh,San Francisco,327.06,UA,391.84,AA,292.74
2021,4,Pittsburgh,"Tampa, Florida",160.15,WN,176.2,NK,96.87
2021,4,Pittsburgh,San Diego,314.63,WN,291.19,WN,291.19
2021,4,Pittsburgh,"Sarasota/Bradenton, FL",142.81,WN,144.62,G4,97.2
2021,4,"Huntsville, Alabama","Washington, DC (Metropolitan Area)",229.85,AA,229.12,UA,201.47
2021,4,"Albany, New York",Denver,237.41,WN,227.78,WN,227.78
2021,4,"Albany, New York",Atlanta,234.27,DL,239.09,UA,194.97
2021,4,"Albany, New York","Washington, DC (Metropolitan Area)",168.08,WN,150.49,WN,150.49
2021,4,"Albany, New York",Chicago,189.05,UA,186.49,WN,174.25
2021,4,"Albany, New York","Charlotte, North Carolina",213.62,AA,216.91,UA,180.8
2021,4,"Albany, New York","Orlando, Florida",178.53,WN,186.28,B6,170.81
2021,4,"Albany, New York",Miami,181.21,B6,178.27,B6,178.27
2021,4,"Albany, New York",Los Angeles,352.58,AA,354.06,WN,279.14
2021,4,"Albany, New York","Tampa, Florida",168.22,WN,208.4,F9,89.98
2021,4,"Amarillo, Texas",Dallas–Fort Worth metroplex,143.79,WN,134.9,WN,134.9
2021,4,Denver,Pittsburgh,230.84,UA,254.75,WN,213.25
2021,4,Denver,"Tucson, Arizona",185.39,WN,173.81,WN,173.81
2021,4,Denver,"Phoenix, Arizona",149.78,WN,159.65,AA,137.41
2021,4,Denver,"Hartford, Connecticut",269.75,UA,273.45,WN,253.67
2021,4,Denver,Seattle,149.48,AS,151.31,WN,128.42
2021,4,Denver,"El Paso, Texas",155.78,WN,161.83,F9,90.61
2021,4,Denver,"Nashville, Tennessee",187.27,WN,187.97,WN,187.97
2021,4,Denver,"Washington, DC (Metropolitan Area)",211.41,UA,250.64,F9,111.84
2021,4,Denver,St. Louis,161.42,WN,164.95,WN,164.95
2021,4,Denver,"Jacksonville, Florida",258.95,WN,223.1,WN,223.1
2021,4,Denver,Detroit,182.29,DL,191.17,WN,178.43
2021,4,Denver,"Des Moines, Iowa",135.35,UA,142.55,WN,128.94
2021,4,Denver,Houston,165.77,WN,148.58,WN,148.58
2021,4,Denver,"Orlando, Florida",203.69,UA,242.04,F9,107.11
2021,4,Denver,"Fresno, California",174.41,UA,210.97,F9,87.01
2021,4,Denver,Minneapolis–Saint Paul,147.37,DL,157.12,SY,112.51
2021,4,Denver,New York City,221.73,UA,238.75,B6,174.16
2021,4,Denver,"Fort Myers, Florida",250.22,UA,298.15,F9,103.69
2021,4,Denver,"Spokane, Washington",194.47,WN,178.93,WN,178.93
2021,4,Denver,"Grand Rapids, Michigan",192.68,UA,198.03,WN,187.31
2021,4,Denver,Las Vegas,156.44,WN,164.17,F9,93.39
2021,4,Denver,Indianapolis,188.98,WN,194.01,F9,93.16
2021,4,Denver,San Francisco,182.01,WN,168.46,WN,168.46
2021,4,Denver,Miami,210.06,UA,259,NK,122.42
2021,4,Denver,Los Angeles,146.74,WN,138.69,WN,138.69
2021,4,Denver,"Little Rock, Arkansas",179.72,UA,211.55,F9,100.07
2021,4,Denver,"Louisville, Kentucky",226.06,UA,240.41,WN,207.83
2021,4,Denver,"Sacramento, California",170.07,WN,162.7,WN,162.7
2021,4,Denver,"Tampa, Florida",204.05,WN,193.22,F9,100.18
2021,4,Denver,"Kansas City, Missouri",170.14,WN,182.69,UA,163.04
2021,4,Denver,San Antonio,158.88,UA,159.14,UA,159.14
2021,4,Denver,"Memphis, Tennessee",186.74,UA,220.64,F9,108.45
2021,4,Denver,"Omaha, Nebraska",130.37,WN,133.15,UA,129
2021,4,Denver,Milwaukee,185.16,WN,180.03,WN,180.03
2021,4,Denver,"Madison, Wisconsin",191.17,UA,208.08,F9,113.9
2021,4,Denver,New Orleans,173.97,WN,169.49,F9,98.99
2021,4,Denver,San Diego,172.43,WN,177.6,F9,97.92
2021,4,Denver,"Norfolk, Virginia",243.53,WN,207.15,WN,207.15
2021,4,Denver,"Pensacola, Florida",207.54,F9,108.28,F9,108.28
2021,4,Denver,Oklahoma City,151.35,WN,144.18,WN,144.18
2021,4,Denver,"Portland, Oregon",167.99,UA,191.6,AS,150.73
2021,4,Denver,Philadelphia,217.83,UA,251.64,F9,126.12
2021,4,Denver,"Palm Springs, California",209.81,UA,218.91,WN,183.68
2021,4,Denver,"Raleigh/Durham, NC",189.08,UA,230.42,F9,102.43
2021,4,Denver,"Richmond, Virginia",235.75,UA,240.8,WN,207
2021,4,Denver,"Reno, Nevada",181.81,WN,168.13,WN,168.13
2021,4,Denver,Salt Lake City,119.2,DL,120.62,WN,112.92
2021,4,Denver,"Tulsa, Oklahoma",160.29,WN,150.32,WN,150.32
2021,4,Denver,"Santa Barbara, California",183.32,UA,196.89,WN,159.19
2021,4,Denver,"Knoxville, Tennessee",205.37,UA,277.81,F9,100.7
2021,4,Atlanta,Dallas–Fort Worth metroplex,148.89,DL,160.64,WN,141.29
2021,4,Atlanta,Pittsburgh,183.93,DL,190.5,WN,140.93
2021,4,Atlanta,Denver,197.64,DL,216.53,WN,174.67
2021,4,Atlanta,"Austin, Texas",182.54,DL,193.09,WN,155.43
2021,4,Atlanta,"Phoenix, Arizona",252.17,DL,303.19,WN,207.59
2021,4,Atlanta,"Hartford, Connecticut",236.78,DL,243.98,UA,196.34
2021,4,Atlanta,Seattle,288.54,DL,328.45,AS,242.29
2021,4,Atlanta,Cleveland,140.36,DL,150.76,NK,85.95
2021,4,Atlanta,"Nashville, Tennessee",158.78,DL,167.86,WN,128.47
2021,4,Atlanta,Boston,190.64,DL,197.92,B6,148.79
2021,4,Atlanta,"Buffalo, New York",196.12,DL,201.66,UA,150.98
2021,4,Atlanta,"Washington, DC (Metropolitan Area)",163.01,DL,178.21,WN,141.77
2021,4,Atlanta,Chicago,145.34,DL,151.69,WN,140.31
2021,4,Atlanta,"Charleston, South Carolina",191.15,DL,191.53,AA,183.45
2021,4,Atlanta,"Charlotte, North Carolina",216.05,DL,224.55,AA,204.36
2021,4,Atlanta,"Columbus, Ohio",158.7,DL,163.72,WN,130.9
2021,4,Atlanta,St. Louis,150.94,DL,157.1,WN,137.88
2021,4,Atlanta,"Jacksonville, Florida",167.65,DL,174.1,WN,121.3
2021,4,Atlanta,Detroit,199.36,DL,239.33,NK,92.97
2021,4,Atlanta,Houston,155.18,DL,165.1,WN,139.8
2021,4,Atlanta,"Orlando, Florida",157.61,DL,180.71,WN,126.25
2021,4,Atlanta,Minneapolis–Saint Paul,241.34,DL,260.48,NK,102.21
2021,4,Atlanta,New York City,170.03,DL,190.76,UA,147.02
2021,4,Atlanta,"Fort Myers, Florida",189.1,DL,203.62,WN,130.72
2021,4,Atlanta,"Grand Rapids, Michigan",214.77,DL,218.02,WN,160.92
2021,4,Atlanta,"Greensboro/High Point, NC",191.38,DL,191.26,DL,191.26
2021,4,Atlanta,Las Vegas,245.97,DL,302.16,NK,125.27
2021,4,Atlanta,Indianapolis,170.55,DL,180.11,WN,135.57
2021,4,Atlanta,"Jackson, Mississippi",135.21,DL,150.5,WN,102.96
2021,4,Atlanta,San Francisco,338.17,DL,367.2,F9,108.73
2021,4,Atlanta,Miami,141.94,DL,164.48,WN,118.37
2021,4,Atlanta,Los Angeles,290.67,DL,354.26,NK,136.03
2021,4,Atlanta,"Little Rock, Arkansas",156.61,DL,168.14,WN,110.04
2021,4,Atlanta,"Louisville, Kentucky",160.72,DL,166.93,WN,118.15
2021,4,Atlanta,Cincinnati,226.57,DL,235.34,F9,84.74
2021,4,Atlanta,"Sacramento, California",328.82,DL,363.92,WN,268.4
2021,4,Atlanta,"Tampa, Florida",147.53,DL,167.29,WN,119.15
2021,4,Atlanta,"Kansas City, Missouri",179.53,DL,187.18,WN,155.45
2021,4,Atlanta,San Antonio,206.56,DL,218.41,WN,170.61
2021,4,Atlanta,"Memphis, Tennessee",157.09,DL,165.53,WN,118.16
2021,4,Atlanta,"Omaha, Nebraska",204.99,DL,213.22,WN,177.08
2021,4,Atlanta,Milwaukee,173.76,DL,178.55,WN,149.21
2021,4,Atlanta,New Orleans,154.53,DL,176.23,WN,126.29
2021,4,Atlanta,San Diego,303.17,DL,328.82,WN,241.14
2021,4,Atlanta,"Norfolk, Virginia",204,DL,208.29,AA,194.5
2021,4,Atlanta,Oklahoma City,206.67,DL,216.93,WN,167.89
2021,4,Atlanta,"West Palm Beach, Florida",186.68,DL,198.7,WN,123.53
2021,4,Atlanta,"Portland, Oregon",342.85,DL,369.44,F9,136.41
2021,4,Atlanta,Philadelphia,148.38,DL,164.94,AA,145.27
2021,4,Atlanta,"Raleigh/Durham, NC",160.38,DL,165.78,F9,79.28
2021,4,Atlanta,"Richmond, Virginia",151.76,DL,159.23,WN,115.74
2021,4,Atlanta,"Rochester, New York",195.42,DL,201.93,UA,139.2
2021,4,Atlanta,Salt Lake City,320,DL,336.65,F9,93.1
2021,4,Atlanta,"Tulsa, Oklahoma",218.9,DL,232.81,AA,179.99
2021,4,Atlanta,"Sarasota/Bradenton, FL",164.73,DL,181.57,WN,103.12
2021,4,Atlanta,"Syracuse, New York",210.52,DL,214.28,WN,168.38
2021,4,"Austin, Texas",Dallas–Fort Worth metroplex,151.78,WN,148.25,WN,148.25
2021,4,"Austin, Texas",Pittsburgh,238.88,WN,229.16,UA,227.97
2021,4,"Austin, Texas",Denver,154.12,WN,149.95,WN,149.95
2021,4,"Austin, Texas","Phoenix, Arizona",203.09,WN,194.99,WN,194.99
2021,4,"Austin, Texas",Seattle,230.38,AS,226.78,AS,226.78
2021,4,"Austin, Texas","El Paso, Texas",155.8,WN,153.95,WN,153.95
2021,4,"Austin, Texas",Cleveland,236.73,AA,234.09,WN,228.5
2021,4,"Austin, Texas","Nashville, Tennessee",174.52,WN,169.35,WN,169.35
2021,4,"Austin, Texas",Boston,217.32,AA,228.54,B6,202.31
2021,4,"Austin, Texas","Washington, DC (Metropolitan Area)",219.81,WN,211.17,AA,208.21
2021,4,"Austin, Texas",Chicago,162.8,WN,143.45,WN,143.45
2021,4,"Austin, Texas","Charlotte, North Carolina",241.21,AA,243.45,WN,202.43
2021,4,"Austin, Texas","Columbus, Ohio",229.45,WN,213.95,WN,213.95
2021,4,"Austin, Texas",St. Louis,161.79,WN,163.52,AA,153.41
2021,4,"Austin, Texas",Detroit,219.55,DL,232.4,NK,104.63
